VU- Nr.,Versicherungsunternehmen,Kategorie,value,Tabelle,year
169,OBERÖSTERREICHISCHE Vers. AG,Grundstücke und Bauten,67024000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
170,Allianz Leben Vers. AG,Grundstücke und Bauten,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
173,WIENER STÄDTISCHE Vers. AG,Grundstücke und Bauten,258028000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
176,WÜSTENROT Vers. AG,Grundstücke und Bauten,230822000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
177,APK Versicherung AG,Grundstücke und Bauten,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
185,Nürnberger Versicherung AG,Grundstücke und Bauten,6895000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
195,FWU Life Insurance Austria AG,Grundstücke und Bauten,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
116,UNIQA Österreich Vers. AG,Anteile an verbundenen Unternehmen,447879000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
121,BAWAG P.S.K. Versicherung AG,Anteile an verbundenen Unternehmen,44899000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
123,Helvetia Versicherungen AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
126,DONAU Versicherung AG VIG,Anteile an verbundenen Unternehmen,24266000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
127,SPARKASSEN Vers. AG VIG,Anteile an verbundenen Unternehmen,140888000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
128,GENERALI Versicherung AG,Anteile an verbundenen Unternehmen,351476000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
135,GRAWE Versicherung AG,Anteile an verbundenen Unternehmen,6949000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
140,HYPO Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
141,Kärntner Landes V.a.G.,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
142,ZÜRICH Versicherungs-AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
145,MERKUR Versicherung AG,Anteile an verbundenen Unternehmen,5181000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
150,ÖBV V.a.G.,Anteile an verbundenen Unternehmen,36647000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
165,ERGO Versicherung AG,Anteile an verbundenen Unternehmen,14891000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
167,VORARLBERGER V.a.G.,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
170,Allianz Leben Vers. AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
173,WIENER STÄDTISCHE Vers. AG,Anteile an verbundenen Unternehmen,365543000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
176,WÜSTENROT Vers. AG,Anteile an verbundenen Unternehmen,62052000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
177,APK Versicherung AG,Anteile an verbundenen Unternehmen,173000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
185,Nürnberger Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
195,FWU Life Insurance Austria AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
116,UNIQA Österreich Vers. AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,221414000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
121,BAWAG P.S.K. Versicherung AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,18641000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
123,Helvetia Versicherungen AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
126,DONAU Versicherung AG VIG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,69937000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
127,SPARKASSEN Vers. AG VIG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,237815000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
128,GENERALI Versicherung AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
135,GRAWE Versicherung AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,30128000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
140,HYPO Versicherung AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,5e+05,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
141,Kärntner Landes V.a.G.,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
142,ZÜRICH Versicherungs-AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
145,MERKUR Versicherung AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
150,ÖBV V.a.G.,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
165,ERGO Versicherung AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,91131000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
167,VORARLBERGER V.a.G.,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
170,Allianz Leben Vers. AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,37167000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
173,WIENER STÄDTISCHE Vers. AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,380233000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
176,WÜSTENROT Vers. AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,55208000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
177,APK Versicherung AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
185,Nürnberger Versicherung AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
195,FWU Life Insurance Austria AG,Schuldverschreibungenvon verbund.Untern. undDarlehen anverb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
116,UNIQA Österreich Vers. AG,Beteiligungen,277254000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
121,BAWAG P.S.K. Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
123,Helvetia Versicherungen AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
126,DONAU Versicherung AG VIG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
127,SPARKASSEN Vers. AG VIG,Beteiligungen,47137000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
128,GENERALI Versicherung AG,Beteiligungen,17767000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
135,GRAWE Versicherung AG,Beteiligungen,1024000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
140,HYPO Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
141,Kärntner Landes V.a.G.,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
142,ZÜRICH Versicherungs-AG,Beteiligungen,8218000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
145,MERKUR Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
150,ÖBV V.a.G.,Beteiligungen,6316000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
165,ERGO Versicherung AG,Beteiligungen,9019000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
167,VORARLBERGER V.a.G.,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Beteiligungen,15472000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
170,Allianz Leben Vers. AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
173,WIENER STÄDTISCHE Vers. AG,Beteiligungen,30574000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
176,WÜSTENROT Vers. AG,Beteiligungen,628000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
177,APK Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
185,Nürnberger Versicherung AG,Beteiligungen,1e+06,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
195,FWU Life Insurance Austria AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
116,UNIQA Österreich Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
121,BAWAG P.S.K. Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
123,Helvetia Versicherungen AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
126,DONAU Versicherung AG VIG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
127,SPARKASSEN Vers. AG VIG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",32168000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
128,GENERALI Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
135,GRAWE Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
140,HYPO Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
141,Kärntner Landes V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
142,ZÜRICH Versicherungs-AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",12750000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
145,MERKUR Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
150,ÖBV V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
159,TIROLER VERSICHERUNG V.a.G. ,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
165,ERGO Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",2075000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
167,VORARLBERGER V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
169,OBERÖSTERREICHISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
170,Allianz Leben Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
173,WIENER STÄDTISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",4425000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
176,WÜSTENROT Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",1939000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
177,APK Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
185,Nürnberger Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
195,FWU Life Insurance Austria AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
116,UNIQA Österreich Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,171273000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
121,BAWAG P.S.K. Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,167381000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
123,Helvetia Versicherungen AG,Aktien und andere nicht festverzinsliche Wertpapiere,161971000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
126,DONAU Versicherung AG VIG,Aktien und andere nicht festverzinsliche Wertpapiere,49408000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
127,SPARKASSEN Vers. AG VIG,Aktien und andere nicht festverzinsliche Wertpapiere,1271854000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
128,GENERALI Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,1392559000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,423272000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
135,GRAWE Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,305621000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
140,HYPO Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,12194000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
141,Kärntner Landes V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,69119000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
142,ZÜRICH Versicherungs-AG,Aktien und andere nicht festverzinsliche Wertpapiere,291721000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
145,MERKUR Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,225479000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
150,ÖBV V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,584810000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Aktien und andere nicht festverzinsliche Wertpapiere,19048000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
165,ERGO Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,635176000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
167,VORARLBERGER V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,73365000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,644536000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
170,Allianz Leben Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,3216586000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
173,WIENER STÄDTISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,2721078000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
176,WÜSTENROT Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,919039000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
177,APK Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,6815000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
185,Nürnberger Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,57422000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
195,FWU Life Insurance Austria AG,Aktien und andere nicht festverzinsliche Wertpapiere,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
116,UNIQA Österreich Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,8302268000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
121,BAWAG P.S.K. Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,1218665000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
123,Helvetia Versicherungen AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,574536000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
126,DONAU Versicherung AG VIG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,1686852000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
127,SPARKASSEN Vers. AG VIG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,6293707000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
128,GENERALI Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,2809353000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,71823000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
135,GRAWE Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,795864000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
140,HYPO Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,81644000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
141,Kärntner Landes V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,16545000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
142,ZÜRICH Versicherungs-AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,846068000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
145,MERKUR Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,150323000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
150,ÖBV V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,866224000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Schuldverschreibungen und andere festverzinsliche Wertpapiere,110261000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
165,ERGO Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,3549888000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
167,VORARLBERGER V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,108556000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,136902000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2017
