No.,Insurance undertaking,category,value,Tabelle,year
170,Allianz Leben Vers. AG,Shares in affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Shares in affiliated undertakings,490098000,"Table 1:  Balance sheet, assets (Life insurance)",2019
176,WÜSTENROT Vers. AG,Shares in affiliated undertakings,34210000,"Table 1:  Balance sheet, assets (Life insurance)",2019
177,APK Versicherung AG,Shares in affiliated undertakings,173000,"Table 1:  Balance sheet, assets (Life insurance)",2019
185,Nürnberger Versicherung AG,Shares in affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
195,FWU Life Insurance Austria AG,Shares in affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
116,UNIQA Österreich Versicherungen AG,Debt securities issued by and loans to affiliated undertakings,188940000,"Table 1:  Balance sheet, assets (Life insurance)",2019
121,BAWAG P.S.K. Versicherung AG,Debt securities issued by and loans to affiliated undertakings,31171000,"Table 1:  Balance sheet, assets (Life insurance)",2019
123,Helvetia Versicherungen AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
126,DONAU Versicherung AG VIG,Debt securities issued by and loans to affiliated undertakings,173562000,"Table 1:  Balance sheet, assets (Life insurance)",2019
128,GENERALI Versicherung AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
135,GRAWE Versicherung AG,Debt securities issued by and loans to affiliated undertakings,9e+06,"Table 1:  Balance sheet, assets (Life insurance)",2019
140,HYPO Versicherung AG,Debt securities issued by and loans to affiliated undertakings,5e+05,"Table 1:  Balance sheet, assets (Life insurance)",2019
141,Kärntner Landes V.a.G.,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
142,ZÜRICH Versicherungs-AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
145,MERKUR Versicherung AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
150,ÖBV V.a.G.,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
165,ERGO Versicherung AG,Debt securities issued by and loans to affiliated undertakings,113876000,"Table 1:  Balance sheet, assets (Life insurance)",2019
167,VORARLBERGER V.a.G.,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
170,Allianz Leben Vers. AG,Debt securities issued by and loans to affiliated undertakings,37167000,"Table 1:  Balance sheet, assets (Life insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Debt securities issued by and loans to affiliated undertakings,475758000,"Table 1:  Balance sheet, assets (Life insurance)",2019
176,WÜSTENROT Vers. AG,Debt securities issued by and loans to affiliated undertakings,39845000,"Table 1:  Balance sheet, assets (Life insurance)",2019
177,APK Versicherung AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
185,Nürnberger Versicherung AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
195,FWU Life Insurance Austria AG,Debt securities issued by and loans to affiliated undertakings,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
116,UNIQA Österreich Versicherungen AG,Participating interests,266886000,"Table 1:  Balance sheet, assets (Life insurance)",2019
121,BAWAG P.S.K. Versicherung AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
123,Helvetia Versicherungen AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
126,DONAU Versicherung AG VIG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
128,GENERALI Versicherung AG,Participating interests,20143000,"Table 1:  Balance sheet, assets (Life insurance)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
135,GRAWE Versicherung AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
140,HYPO Versicherung AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
141,Kärntner Landes V.a.G.,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
142,ZÜRICH Versicherungs-AG,Participating interests,8218000,"Table 1:  Balance sheet, assets (Life insurance)",2019
145,MERKUR Versicherung AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
150,ÖBV V.a.G.,Participating interests,6316000,"Table 1:  Balance sheet, assets (Life insurance)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
165,ERGO Versicherung AG,Participating interests,8379000,"Table 1:  Balance sheet, assets (Life insurance)",2019
167,VORARLBERGER V.a.G.,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
170,Allianz Leben Vers. AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Participating interests,22828000,"Table 1:  Balance sheet, assets (Life insurance)",2019
176,WÜSTENROT Vers. AG,Participating interests,494000,"Table 1:  Balance sheet, assets (Life insurance)",2019
177,APK Versicherung AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
185,Nürnberger Versicherung AG,Participating interests,1e+06,"Table 1:  Balance sheet, assets (Life insurance)",2019
195,FWU Life Insurance Austria AG,Participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
116,UNIQA Österreich Versicherungen AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
121,BAWAG P.S.K. Versicherung AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
123,Helvetia Versicherungen AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
126,DONAU Versicherung AG VIG,Debt securitis and loans related to participating interests,11360000,"Table 1:  Balance sheet, assets (Life insurance)",2019
128,GENERALI Versicherung AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
135,GRAWE Versicherung AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
140,HYPO Versicherung AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
141,Kärntner Landes V.a.G.,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
142,ZÜRICH Versicherungs-AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
145,MERKUR Versicherung AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
150,ÖBV V.a.G.,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
165,ERGO Versicherung AG,Debt securitis and loans related to participating interests,2075000,"Table 1:  Balance sheet, assets (Life insurance)",2019
167,VORARLBERGER V.a.G.,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
170,Allianz Leben Vers. AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Debt securitis and loans related to participating interests,9654000,"Table 1:  Balance sheet, assets (Life insurance)",2019
176,WÜSTENROT Vers. AG,Debt securitis and loans related to participating interests,1939000,"Table 1:  Balance sheet, assets (Life insurance)",2019
177,APK Versicherung AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
185,Nürnberger Versicherung AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
195,FWU Life Insurance Austria AG,Debt securitis and loans related to participating interests,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
116,UNIQA Österreich Versicherungen AG,Shares and other variable yieldsecurities,411537000,"Table 1:  Balance sheet, assets (Life insurance)",2019
121,BAWAG P.S.K. Versicherung AG,Shares and other variable yieldsecurities,164936000,"Table 1:  Balance sheet, assets (Life insurance)",2019
123,Helvetia Versicherungen AG,Shares and other variable yieldsecurities,179568000,"Table 1:  Balance sheet, assets (Life insurance)",2019
126,DONAU Versicherung AG VIG,Shares and other variable yieldsecurities,41591000,"Table 1:  Balance sheet, assets (Life insurance)",2019
128,GENERALI Versicherung AG,Shares and other variable yieldsecurities,1356195000,"Table 1:  Balance sheet, assets (Life insurance)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Shares and other variable yieldsecurities,473371000,"Table 1:  Balance sheet, assets (Life insurance)",2019
135,GRAWE Versicherung AG,Shares and other variable yieldsecurities,349984000,"Table 1:  Balance sheet, assets (Life insurance)",2019
140,HYPO Versicherung AG,Shares and other variable yieldsecurities,12255000,"Table 1:  Balance sheet, assets (Life insurance)",2019
141,Kärntner Landes V.a.G.,Shares and other variable yieldsecurities,77705000,"Table 1:  Balance sheet, assets (Life insurance)",2019
142,ZÜRICH Versicherungs-AG,Shares and other variable yieldsecurities,281037000,"Table 1:  Balance sheet, assets (Life insurance)",2019
145,MERKUR Versicherung AG,Shares and other variable yieldsecurities,210908000,"Table 1:  Balance sheet, assets (Life insurance)",2019
150,ÖBV V.a.G.,Shares and other variable yieldsecurities,769354000,"Table 1:  Balance sheet, assets (Life insurance)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Shares and other variable yieldsecurities,9345000,"Table 1:  Balance sheet, assets (Life insurance)",2019
165,ERGO Versicherung AG,Shares and other variable yieldsecurities,478416000,"Table 1:  Balance sheet, assets (Life insurance)",2019
167,VORARLBERGER V.a.G.,Shares and other variable yieldsecurities,77973000,"Table 1:  Balance sheet, assets (Life insurance)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Shares and other variable yieldsecurities,662229000,"Table 1:  Balance sheet, assets (Life insurance)",2019
170,Allianz Leben Vers. AG,Shares and other variable yieldsecurities,3293163000,"Table 1:  Balance sheet, assets (Life insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Shares and other variable yieldsecurities,3572396000,"Table 1:  Balance sheet, assets (Life insurance)",2019
176,WÜSTENROT Vers. AG,Shares and other variable yieldsecurities,957297000,"Table 1:  Balance sheet, assets (Life insurance)",2019
177,APK Versicherung AG,Shares and other variable yieldsecurities,7866000,"Table 1:  Balance sheet, assets (Life insurance)",2019
185,Nürnberger Versicherung AG,Shares and other variable yieldsecurities,67448000,"Table 1:  Balance sheet, assets (Life insurance)",2019
195,FWU Life Insurance Austria AG,Shares and other variable yieldsecurities,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
116,UNIQA Österreich Versicherungen AG,Debt securities and other fixedincome securities,7731253000,"Table 1:  Balance sheet, assets (Life insurance)",2019
121,BAWAG P.S.K. Versicherung AG,Debt securities and other fixedincome securities,1141577000,"Table 1:  Balance sheet, assets (Life insurance)",2019
123,Helvetia Versicherungen AG,Debt securities and other fixedincome securities,487478000,"Table 1:  Balance sheet, assets (Life insurance)",2019
126,DONAU Versicherung AG VIG,Debt securities and other fixedincome securities,1599469000,"Table 1:  Balance sheet, assets (Life insurance)",2019
128,GENERALI Versicherung AG,Debt securities and other fixedincome securities,2608198000,"Table 1:  Balance sheet, assets (Life insurance)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Debt securities and other fixedincome securities,48093000,"Table 1:  Balance sheet, assets (Life insurance)",2019
135,GRAWE Versicherung AG,Debt securities and other fixedincome securities,840690000,"Table 1:  Balance sheet, assets (Life insurance)",2019
140,HYPO Versicherung AG,Debt securities and other fixedincome securities,77880000,"Table 1:  Balance sheet, assets (Life insurance)",2019
141,Kärntner Landes V.a.G.,Debt securities and other fixedincome securities,10115000,"Table 1:  Balance sheet, assets (Life insurance)",2019
142,ZÜRICH Versicherungs-AG,Debt securities and other fixedincome securities,825296000,"Table 1:  Balance sheet, assets (Life insurance)",2019
145,MERKUR Versicherung AG,Debt securities and other fixedincome securities,214215000,"Table 1:  Balance sheet, assets (Life insurance)",2019
150,ÖBV V.a.G.,Debt securities and other fixedincome securities,733638000,"Table 1:  Balance sheet, assets (Life insurance)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Debt securities and other fixedincome securities,120853000,"Table 1:  Balance sheet, assets (Life insurance)",2019
165,ERGO Versicherung AG,Debt securities and other fixedincome securities,3646126000,"Table 1:  Balance sheet, assets (Life insurance)",2019
167,VORARLBERGER V.a.G.,Debt securities and other fixedincome securities,111199000,"Table 1:  Balance sheet, assets (Life insurance)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Debt securities and other fixedincome securities,131353000,"Table 1:  Balance sheet, assets (Life insurance)",2019
170,Allianz Leben Vers. AG,Debt securities and other fixedincome securities,683620000,"Table 1:  Balance sheet, assets (Life insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Debt securities and other fixedincome securities,9501181000,"Table 1:  Balance sheet, assets (Life insurance)",2019
176,WÜSTENROT Vers. AG,Debt securities and other fixedincome securities,1944885000,"Table 1:  Balance sheet, assets (Life insurance)",2019
177,APK Versicherung AG,Debt securities and other fixedincome securities,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
185,Nürnberger Versicherung AG,Debt securities and other fixedincome securities,315869000,"Table 1:  Balance sheet, assets (Life insurance)",2019
195,FWU Life Insurance Austria AG,Debt securities and other fixedincome securities,5904000,"Table 1:  Balance sheet, assets (Life insurance)",2019
116,UNIQA Österreich Versicherungen AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
121,BAWAG P.S.K. Versicherung AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
123,Helvetia Versicherungen AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
126,DONAU Versicherung AG VIG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
128,GENERALI Versicherung AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
135,GRAWE Versicherung AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
140,HYPO Versicherung AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
141,Kärntner Landes V.a.G.,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
142,ZÜRICH Versicherungs-AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
145,MERKUR Versicherung AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
150,ÖBV V.a.G.,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
165,ERGO Versicherung AG,Participation in investments pools,43000,"Table 1:  Balance sheet, assets (Life insurance)",2019
167,VORARLBERGER V.a.G.,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
170,Allianz Leben Vers. AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Participation in investments pools,72000,"Table 1:  Balance sheet, assets (Life insurance)",2019
176,WÜSTENROT Vers. AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
177,APK Versicherung AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
185,Nürnberger Versicherung AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
195,FWU Life Insurance Austria AG,Participation in investments pools,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
116,UNIQA Österreich Versicherungen AG,Loans guaranteed by mortgages,4352000,"Table 1:  Balance sheet, assets (Life insurance)",2019
121,BAWAG P.S.K. Versicherung AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
123,Helvetia Versicherungen AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
126,DONAU Versicherung AG VIG,Loans guaranteed by mortgages,72194000,"Table 1:  Balance sheet, assets (Life insurance)",2019
128,GENERALI Versicherung AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
135,GRAWE Versicherung AG,Loans guaranteed by mortgages,750000,"Table 1:  Balance sheet, assets (Life insurance)",2019
140,HYPO Versicherung AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
141,Kärntner Landes V.a.G.,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
142,ZÜRICH Versicherungs-AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
145,MERKUR Versicherung AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
150,ÖBV V.a.G.,Loans guaranteed by mortgages,28000,"Table 1:  Balance sheet, assets (Life insurance)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
165,ERGO Versicherung AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
167,VORARLBERGER V.a.G.,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
170,Allianz Leben Vers. AG,Loans guaranteed by mortgages,55015000,"Table 1:  Balance sheet, assets (Life insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Loans guaranteed by mortgages,401993000,"Table 1:  Balance sheet, assets (Life insurance)",2019
176,WÜSTENROT Vers. AG,Loans guaranteed by mortgages,51692000,"Table 1:  Balance sheet, assets (Life insurance)",2019
177,APK Versicherung AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
185,Nürnberger Versicherung AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
195,FWU Life Insurance Austria AG,Loans guaranteed by mortgages,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
116,UNIQA Österreich Versicherungen AG,Advances against policies,11048000,"Table 1:  Balance sheet, assets (Life insurance)",2019
121,BAWAG P.S.K. Versicherung AG,Advances against policies,19000,"Table 1:  Balance sheet, assets (Life insurance)",2019
123,Helvetia Versicherungen AG,Advances against policies,772000,"Table 1:  Balance sheet, assets (Life insurance)",2019
126,DONAU Versicherung AG VIG,Advances against policies,1981000,"Table 1:  Balance sheet, assets (Life insurance)",2019
128,GENERALI Versicherung AG,Advances against policies,140000,"Table 1:  Balance sheet, assets (Life insurance)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Advances against policies,247000,"Table 1:  Balance sheet, assets (Life insurance)",2019
135,GRAWE Versicherung AG,Advances against policies,1170000,"Table 1:  Balance sheet, assets (Life insurance)",2019
140,HYPO Versicherung AG,Advances against policies,0,"Table 1:  Balance sheet, assets (Life insurance)",2019
141,Kärntner Landes V.a.G.,Advances against policies,35000,"Table 1:  Balance sheet, assets (Life insurance)",2019
142,ZÜRICH Versicherungs-AG,Advances against policies,270000,"Table 1:  Balance sheet, assets (Life insurance)",2019
145,MERKUR Versicherung AG,Advances against policies,28000,"Table 1:  Balance sheet, assets (Life insurance)",2019
150,ÖBV V.a.G.,Advances against policies,2206000,"Table 1:  Balance sheet, assets (Life insurance)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Advances against policies,64000,"Table 1:  Balance sheet, assets (Life insurance)",2019
165,ERGO Versicherung AG,Advances against policies,505000,"Table 1:  Balance sheet, assets (Life insurance)",2019
