VU- Nr.,Versicherungsunternehmen,Kategorie,value,Tabelle,year
150,ÖBV V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
165,ERGO Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,119154000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
167,VORARLBERGER V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
170,Allianz Leben Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,37167000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
173,WIENER STÄDTISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,464836000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
176,WÜSTENROT Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,52424000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
177,APK Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
185,Nürnberger Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
195,FWU Life Insurance Austria AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
116,UNIQA Österreich Vers. AG,Beteiligungen,268376000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
121,BAWAG P.S.K. Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
123,Helvetia Versicherungen AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
126,DONAU Versicherung AG VIG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
128,GENERALI Versicherung AG,Beteiligungen,19783000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
135,GRAWE Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
140,HYPO Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
141,Kärntner Landes V.a.G.,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
142,ZÜRICH Versicherungs-AG,Beteiligungen,8218000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
145,MERKUR Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
150,ÖBV V.a.G.,Beteiligungen,6316000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
165,ERGO Versicherung AG,Beteiligungen,8379000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
167,VORARLBERGER V.a.G.,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Beteiligungen,11276000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
170,Allianz Leben Vers. AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
173,WIENER STÄDTISCHE Vers. AG,Beteiligungen,29809000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
176,WÜSTENROT Vers. AG,Beteiligungen,530000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
177,APK Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
185,Nürnberger Versicherung AG,Beteiligungen,1e+06,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
195,FWU Life Insurance Austria AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
116,UNIQA Österreich Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
121,BAWAG P.S.K. Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
123,Helvetia Versicherungen AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
126,DONAU Versicherung AG VIG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
128,GENERALI Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
135,GRAWE Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
140,HYPO Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
141,Kärntner Landes V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
142,ZÜRICH Versicherungs-AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",11750000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
145,MERKUR Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
150,ÖBV V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
159,TIROLER VERSICHERUNG V.a.G. ,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
165,ERGO Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",2075000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
167,VORARLBERGER V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
169,OBERÖSTERREICHISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
170,Allianz Leben Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
173,WIENER STÄDTISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",40636000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
176,WÜSTENROT Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",1939000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
177,APK Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
185,Nürnberger Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
195,FWU Life Insurance Austria AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
116,UNIQA Österreich Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,343068000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
121,BAWAG P.S.K. Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,157961000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
123,Helvetia Versicherungen AG,Aktien und andere nicht festverzinsliche Wertpapiere,163594000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
126,DONAU Versicherung AG VIG,Aktien und andere nicht festverzinsliche Wertpapiere,41592000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
128,GENERALI Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,1301647000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,451592000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
135,GRAWE Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,313690000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
140,HYPO Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,12415000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
141,Kärntner Landes V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,72175000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
142,ZÜRICH Versicherungs-AG,Aktien und andere nicht festverzinsliche Wertpapiere,276081000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
145,MERKUR Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,206502000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
150,ÖBV V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,618494000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Aktien und andere nicht festverzinsliche Wertpapiere,10234000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
165,ERGO Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,558858000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
167,VORARLBERGER V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,78481000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,654712000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
170,Allianz Leben Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,3224126000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
173,WIENER STÄDTISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,3522484000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
176,WÜSTENROT Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,975600000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
177,APK Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,6670000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
185,Nürnberger Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,63070000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
195,FWU Life Insurance Austria AG,Aktien und andere nicht festverzinsliche Wertpapiere,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
116,UNIQA Österreich Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,7892118000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
121,BAWAG P.S.K. Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,1198592000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
123,Helvetia Versicherungen AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,548831000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
126,DONAU Versicherung AG VIG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,1684034000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
128,GENERALI Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,2866896000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,52010000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
135,GRAWE Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,830772000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
140,HYPO Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,80433000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
141,Kärntner Landes V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,15068000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
142,ZÜRICH Versicherungs-AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,826290000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
145,MERKUR Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,191134000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
150,ÖBV V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,803762000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Schuldverschreibungen und andere festverzinsliche Wertpapiere,116192000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
165,ERGO Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,3581409000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
167,VORARLBERGER V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,110490000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,133111000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
170,Allianz Leben Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,689288000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
173,WIENER STÄDTISCHE Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,9933325000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
176,WÜSTENROT Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,2065357000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
177,APK Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
185,Nürnberger Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,321678000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
195,FWU Life Insurance Austria AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,6004000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
116,UNIQA Österreich Vers. AG,Anteile an gemeinschaftlichen Kapitalanlagen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
121,BAWAG P.S.K. Versicherung AG,Anteile an gemeinschaftlichen Kapitalanlagen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2018
