VU- Nr.,Versicherungsunternehmen,Kategorie,value,Tabelle,year
128,GENERALI Versicherung AG,Grundstücke und Bauten,311377000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Grundstücke und Bauten,104585000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
135,GRAWE Versicherung AG,Grundstücke und Bauten,144975000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
140,HYPO Versicherung AG,Grundstücke und Bauten,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
141,Kärntner Landes V.a.G.,Grundstücke und Bauten,138000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
142,ZÜRICH Versicherungs-AG,Grundstücke und Bauten,149573000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
145,MERKUR Versicherung AG,Grundstücke und Bauten,19860000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
150,ÖBV V.a.G.,Grundstücke und Bauten,140358000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Grundstücke und Bauten,8300000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
165,ERGO Versicherung AG,Grundstücke und Bauten,91436000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
167,VORARLBERGER V.a.G.,Grundstücke und Bauten,16116000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Grundstücke und Bauten,68548000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
170,Allianz Leben Vers. AG,Grundstücke und Bauten,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
173,WIENER STÄDTISCHE Vers. AG,Grundstücke und Bauten,257220000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
176,WÜSTENROT Vers. AG,Grundstücke und Bauten,198337000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
177,APK Versicherung AG,Grundstücke und Bauten,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
185,Nürnberger Versicherung AG,Grundstücke und Bauten,7097000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
195,FWU Life Insurance Austria AG,Grundstücke und Bauten,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
116,UNIQA Österreich Vers. AG,Anteile an verbundenen Unternehmen,420870000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
121,BAWAG P.S.K. Versicherung AG,Anteile an verbundenen Unternehmen,26141000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
123,Helvetia Versicherungen AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
126,DONAU Versicherung AG VIG,Anteile an verbundenen Unternehmen,24266000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
127,SPARKASSEN Vers. AG VIG,Anteile an verbundenen Unternehmen,79377000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
128,GENERALI Versicherung AG,Anteile an verbundenen Unternehmen,342560000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
135,GRAWE Versicherung AG,Anteile an verbundenen Unternehmen,6949000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
140,HYPO Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
141,Kärntner Landes V.a.G.,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
142,ZÜRICH Versicherungs-AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
145,MERKUR Versicherung AG,Anteile an verbundenen Unternehmen,15452000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
150,ÖBV V.a.G.,Anteile an verbundenen Unternehmen,16047000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
165,ERGO Versicherung AG,Anteile an verbundenen Unternehmen,16449000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
167,VORARLBERGER V.a.G.,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
170,Allianz Leben Vers. AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
173,WIENER STÄDTISCHE Vers. AG,Anteile an verbundenen Unternehmen,364685000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
176,WÜSTENROT Vers. AG,Anteile an verbundenen Unternehmen,63433000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
177,APK Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
185,Nürnberger Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
195,FWU Life Insurance Austria AG,Anteile an verbundenen Unternehmen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
116,UNIQA Österreich Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,250587000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
121,BAWAG P.S.K. Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,12635000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
123,Helvetia Versicherungen AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
126,DONAU Versicherung AG VIG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,72836000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
127,SPARKASSEN Vers. AG VIG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,242166000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
128,GENERALI Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
135,GRAWE Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,31702000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
140,HYPO Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
141,Kärntner Landes V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
142,ZÜRICH Versicherungs-AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
145,MERKUR Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
150,ÖBV V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
165,ERGO Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,90585000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
167,VORARLBERGER V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
170,Allianz Leben Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,37167000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
173,WIENER STÄDTISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,373329000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
176,WÜSTENROT Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,62578000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
177,APK Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
185,Nürnberger Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
195,FWU Life Insurance Austria AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
116,UNIQA Österreich Vers. AG,Beteiligungen,274811000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
121,BAWAG P.S.K. Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
123,Helvetia Versicherungen AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
126,DONAU Versicherung AG VIG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
127,SPARKASSEN Vers. AG VIG,Beteiligungen,49873000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
128,GENERALI Versicherung AG,Beteiligungen,17643000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
135,GRAWE Versicherung AG,Beteiligungen,996000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
140,HYPO Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
141,Kärntner Landes V.a.G.,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
142,ZÜRICH Versicherungs-AG,Beteiligungen,8218000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
145,MERKUR Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
150,ÖBV V.a.G.,Beteiligungen,7380000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
165,ERGO Versicherung AG,Beteiligungen,9305000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
167,VORARLBERGER V.a.G.,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Beteiligungen,12244000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
170,Allianz Leben Vers. AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
173,WIENER STÄDTISCHE Vers. AG,Beteiligungen,30536000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
176,WÜSTENROT Vers. AG,Beteiligungen,1618000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
177,APK Versicherung AG,Beteiligungen,173000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
185,Nürnberger Versicherung AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
195,FWU Life Insurance Austria AG,Beteiligungen,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
116,UNIQA Österreich Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
121,BAWAG P.S.K. Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
123,Helvetia Versicherungen AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
126,DONAU Versicherung AG VIG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
127,SPARKASSEN Vers. AG VIG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",32168000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
128,GENERALI Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
135,GRAWE Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
140,HYPO Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
141,Kärntner Landes V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
142,ZÜRICH Versicherungs-AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",13750000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
145,MERKUR Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
150,ÖBV V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
159,TIROLER VERSICHERUNG V.a.G. ,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
165,ERGO Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",118772000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
167,VORARLBERGER V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
169,OBERÖSTERREICHISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
170,Allianz Leben Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
173,WIENER STÄDTISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",13614000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
176,WÜSTENROT Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",1939000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
177,APK Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
185,Nürnberger Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
195,FWU Life Insurance Austria AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
116,UNIQA Österreich Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,391605000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
121,BAWAG P.S.K. Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,169521000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
123,Helvetia Versicherungen AG,Aktien und andere nicht festverzinsliche Wertpapiere,195151000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
126,DONAU Versicherung AG VIG,Aktien und andere nicht festverzinsliche Wertpapiere,45662000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
127,SPARKASSEN Vers. AG VIG,Aktien und andere nicht festverzinsliche Wertpapiere,1249466000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
128,GENERALI Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,1387751000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,371335000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
135,GRAWE Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,298976000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
140,HYPO Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,11801000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
141,Kärntner Landes V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,65010000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
142,ZÜRICH Versicherungs-AG,Aktien und andere nicht festverzinsliche Wertpapiere,322795000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
145,MERKUR Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,221745000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
150,ÖBV V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,536509000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Aktien und andere nicht festverzinsliche Wertpapiere,18936000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
165,ERGO Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,660703000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
167,VORARLBERGER V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,68054000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,613525000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
170,Allianz Leben Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,3144828000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
173,WIENER STÄDTISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,2777122000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
176,WÜSTENROT Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,918402000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
177,APK Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,6292000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
185,Nürnberger Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,55394000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
195,FWU Life Insurance Austria AG,Aktien und andere nicht festverzinsliche Wertpapiere,0,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
116,UNIQA Österreich Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,8453187000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
121,BAWAG P.S.K. Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,1237056000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
123,Helvetia Versicherungen AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,557295000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
126,DONAU Versicherung AG VIG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,1605046000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
127,SPARKASSEN Vers. AG VIG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,6230519000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
128,GENERALI Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,2815659000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,96619000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
135,GRAWE Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,765263000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
140,HYPO Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,86270000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
141,Kärntner Landes V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,21356000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
142,ZÜRICH Versicherungs-AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,659986000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
145,MERKUR Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,138440000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
150,ÖBV V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,866280000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Schuldverschreibungen und andere festverzinsliche Wertpapiere,109806000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
165,ERGO Versicherung AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,3530784000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
167,VORARLBERGER V.a.G.,Schuldverschreibungen und andere festverzinsliche Wertpapiere,109802000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen und andere festverzinsliche Wertpapiere,129726000,"Tabelle 1:  Bilanz, Aktiva (Lebensversicherung)",2016
